scenario_id,split,source_path,city_name,selected_reason
006dd298-d48f-4bdf-8dd9-9893104722f5,development_train,train/006dd298-d48f-4bdf-8dd9-9893104722f5/scenario_006dd298-d48f-4bdf-8dd9-9893104722f5.parquet,unknown_until_loaded,development_subset_seed_2027
01096858-1558-4839-a498-b1e57b6369ac,development_train,train/01096858-1558-4839-a498-b1e57b6369ac/scenario_01096858-1558-4839-a498-b1e57b6369ac.parquet,unknown_until_loaded,development_subset_seed_2027
024ea61d-d80d-482e-82d0-c3ff8432bac2,development_train,train/024ea61d-d80d-482e-82d0-c3ff8432bac2/scenario_024ea61d-d80d-482e-82d0-c3ff8432bac2.parquet,unknown_until_loaded,development_subset_seed_2027
025b8742-be92-4696-8990-fb3f637855a6,development_train,train/025b8742-be92-4696-8990-fb3f637855a6/scenario_025b8742-be92-4696-8990-fb3f637855a6.parquet,unknown_until_loaded,development_subset_seed_2027
029f0cd9-cedb-4a2d-9f96-0ef374f3b5d7,development_train,train/029f0cd9-cedb-4a2d-9f96-0ef374f3b5d7/scenario_029f0cd9-cedb-4a2d-9f96-0ef374f3b5d7.parquet,unknown_until_loaded,development_subset_seed_2027
038cf0a7-c0df-49d8-bf47-343cdfb088b2,development_train,train/038cf0a7-c0df-49d8-bf47-343cdfb088b2/scenario_038cf0a7-c0df-49d8-bf47-343cdfb088b2.parquet,unknown_until_loaded,development_subset_seed_2027
055b939a-31f1-4e3d-9420-e7e08c0cc922,development_train,train/055b939a-31f1-4e3d-9420-e7e08c0cc922/scenario_055b939a-31f1-4e3d-9420-e7e08c0cc922.parquet,unknown_until_loaded,development_subset_seed_2027
05929f13-5181-4c40-8c2e-453e3758e946,development_train,train/05929f13-5181-4c40-8c2e-453e3758e946/scenario_05929f13-5181-4c40-8c2e-453e3758e946.parquet,unknown_until_loaded,development_subset_seed_2027
05c63416-2089-4fcd-bdaf-ec13b06db50b,development_train,train/05c63416-2089-4fcd-bdaf-ec13b06db50b/scenario_05c63416-2089-4fcd-bdaf-ec13b06db50b.parquet,unknown_until_loaded,development_subset_seed_2027
05e6e6ea-5e00-46f4-8e73-befbe04fecfa,development_train,train/05e6e6ea-5e00-46f4-8e73-befbe04fecfa/scenario_05e6e6ea-5e00-46f4-8e73-befbe04fecfa.parquet,unknown_until_loaded,development_subset_seed_2027
063ea5bc-3e6a-4d00-9678-f82609ba27cc,development_train,train/063ea5bc-3e6a-4d00-9678-f82609ba27cc/scenario_063ea5bc-3e6a-4d00-9678-f82609ba27cc.parquet,unknown_until_loaded,development_subset_seed_2027
067bf077-4317-499e-9c3e-3972fa638256,development_train,train/067bf077-4317-499e-9c3e-3972fa638256/scenario_067bf077-4317-499e-9c3e-3972fa638256.parquet,unknown_until_loaded,development_subset_seed_2027
06c848d6-e5af-4570-b5cb-43a516eddeb3,development_train,train/06c848d6-e5af-4570-b5cb-43a516eddeb3/scenario_06c848d6-e5af-4570-b5cb-43a516eddeb3.parquet,unknown_until_loaded,development_subset_seed_2027
0722fd1d-a697-4444-87df-50c47828be5e,development_train,train/0722fd1d-a697-4444-87df-50c47828be5e/scenario_0722fd1d-a697-4444-87df-50c47828be5e.parquet,unknown_until_loaded,development_subset_seed_2027
0758990b-cc95-40f0-97de-f2575fcb88be,development_train,train/0758990b-cc95-40f0-97de-f2575fcb88be/scenario_0758990b-cc95-40f0-97de-f2575fcb88be.parquet,unknown_until_loaded,development_subset_seed_2027
082aa9f6-0e98-4e2c-8ab7-fea7c2e24658,development_train,train/082aa9f6-0e98-4e2c-8ab7-fea7c2e24658/scenario_082aa9f6-0e98-4e2c-8ab7-fea7c2e24658.parquet,unknown_until_loaded,development_subset_seed_2027
083a2ff0-5db2-4f3f-8bb5-b85aebb9e754,development_train,train/083a2ff0-5db2-4f3f-8bb5-b85aebb9e754/scenario_083a2ff0-5db2-4f3f-8bb5-b85aebb9e754.parquet,unknown_until_loaded,development_subset_seed_2027
09eef630-fe8b-49b1-9287-937ed51354f2,development_train,train/09eef630-fe8b-49b1-9287-937ed51354f2/scenario_09eef630-fe8b-49b1-9287-937ed51354f2.parquet,unknown_until_loaded,development_subset_seed_2027
0abf0fb7-3e5e-45d6-9807-9f64ec2a1564,development_train,train/0abf0fb7-3e5e-45d6-9807-9f64ec2a1564/scenario_0abf0fb7-3e5e-45d6-9807-9f64ec2a1564.parquet,unknown_until_loaded,development_subset_seed_2027
0ae085e7-8449-4420-af1d-557b9c162495,development_train,train/0ae085e7-8449-4420-af1d-557b9c162495/scenario_0ae085e7-8449-4420-af1d-557b9c162495.parquet,unknown_until_loaded,development_subset_seed_2027
0b757fd5-0179-4d3d-8e37-66cfd91ee1f2,development_train,train/0b757fd5-0179-4d3d-8e37-66cfd91ee1f2/scenario_0b757fd5-0179-4d3d-8e37-66cfd91ee1f2.parquet,unknown_until_loaded,development_subset_seed_2027
0bdfe439-fd35-4e6f-b505-66138e2f0390,development_train,train/0bdfe439-fd35-4e6f-b505-66138e2f0390/scenario_0bdfe439-fd35-4e6f-b505-66138e2f0390.parquet,unknown_until_loaded,development_subset_seed_2027
0bee0821-9b09-4a5e-bd17-ba3e0bbe9989,development_train,train/0bee0821-9b09-4a5e-bd17-ba3e0bbe9989/scenario_0bee0821-9b09-4a5e-bd17-ba3e0bbe9989.parquet,unknown_until_loaded,development_subset_seed_2027
0c693ce4-bc7d-4d1e-8f3e-6c4a0bbac9b6,development_train,train/0c693ce4-bc7d-4d1e-8f3e-6c4a0bbac9b6/scenario_0c693ce4-bc7d-4d1e-8f3e-6c4a0bbac9b6.parquet,unknown_until_loaded,development_subset_seed_2027
0cf77707-b3b8-4030-8cc3-8c76f4b2426a,development_train,train/0cf77707-b3b8-4030-8cc3-8c76f4b2426a/scenario_0cf77707-b3b8-4030-8cc3-8c76f4b2426a.parquet,unknown_until_loaded,development_subset_seed_2027
0da2705f-6ca9-439a-94dd-ad861d8ade02,development_train,train/0da2705f-6ca9-439a-94dd-ad861d8ade02/scenario_0da2705f-6ca9-439a-94dd-ad861d8ade02.parquet,unknown_until_loaded,development_subset_seed_2027
0de5bb60-8984-4daa-b915-1dd3d57c1989,development_train,train/0de5bb60-8984-4daa-b915-1dd3d57c1989/scenario_0de5bb60-8984-4daa-b915-1dd3d57c1989.parquet,unknown_until_loaded,development_subset_seed_2027
0ed219ad-696c-4abb-b412-28c05b254045,development_train,train/0ed219ad-696c-4abb-b412-28c05b254045/scenario_0ed219ad-696c-4abb-b412-28c05b254045.parquet,unknown_until_loaded,development_subset_seed_2027
0f32373b-cd22-4462-af84-ecba150cdf14,development_train,train/0f32373b-cd22-4462-af84-ecba150cdf14/scenario_0f32373b-cd22-4462-af84-ecba150cdf14.parquet,unknown_until_loaded,development_subset_seed_2027
0f585533-24a8-4696-b69c-89e7ccf0376c,development_train,train/0f585533-24a8-4696-b69c-89e7ccf0376c/scenario_0f585533-24a8-4696-b69c-89e7ccf0376c.parquet,unknown_until_loaded,development_subset_seed_2027
0fced529-7379-42c1-baf7-9b08374bce22,development_train,train/0fced529-7379-42c1-baf7-9b08374bce22/scenario_0fced529-7379-42c1-baf7-9b08374bce22.parquet,unknown_until_loaded,development_subset_seed_2027
10bbaf4f-fdaf-4f19-8431-97475c779070,development_train,train/10bbaf4f-fdaf-4f19-8431-97475c779070/scenario_10bbaf4f-fdaf-4f19-8431-97475c779070.parquet,unknown_until_loaded,development_subset_seed_2027
10bbafcc-0d64-4dca-a1f8-1e9efa45606a,development_train,train/10bbafcc-0d64-4dca-a1f8-1e9efa45606a/scenario_10bbafcc-0d64-4dca-a1f8-1e9efa45606a.parquet,unknown_until_loaded,development_subset_seed_2027
112c73e6-7d23-41ce-bda9-561260ce8ca8,development_train,train/112c73e6-7d23-41ce-bda9-561260ce8ca8/scenario_112c73e6-7d23-41ce-bda9-561260ce8ca8.parquet,unknown_until_loaded,development_subset_seed_2027
123aa1b2-831a-46de-b8d9-9ad1fd18ed51,development_train,train/123aa1b2-831a-46de-b8d9-9ad1fd18ed51/scenario_123aa1b2-831a-46de-b8d9-9ad1fd18ed51.parquet,unknown_until_loaded,development_subset_seed_2027
1378fdf4-bfd5-4955-8453-6ed93aeeccae,development_train,train/1378fdf4-bfd5-4955-8453-6ed93aeeccae/scenario_1378fdf4-bfd5-4955-8453-6ed93aeeccae.parquet,unknown_until_loaded,development_subset_seed_2027
13f0cb1d-6dab-43c6-b13b-bdb422fd4863,development_train,train/13f0cb1d-6dab-43c6-b13b-bdb422fd4863/scenario_13f0cb1d-6dab-43c6-b13b-bdb422fd4863.parquet,unknown_until_loaded,development_subset_seed_2027
1578d90b-8344-4494-8eeb-c76c5e13c2b9,development_train,train/1578d90b-8344-4494-8eeb-c76c5e13c2b9/scenario_1578d90b-8344-4494-8eeb-c76c5e13c2b9.parquet,unknown_until_loaded,development_subset_seed_2027
